year,state,state_po,state_fips,candidatevotes,democratic_pct,democratic_pct_ave_1976_2024
1988,SOUTH DAKOTA,SD,46,145560,46.8,41.0
1988,TENNESSEE,TN,47,679794,41.8,44.3
1988,TEXAS,TX,48,2352748,43.7,43.7
1988,UTAH,UT,49,207343,32.6,32.3
1988,VERMONT,VT,50,115775,48.2,58.1
1988,VIRGINIA,VA,51,859799,39.6,48.0
1988,WASHINGTON,WA,53,933516,50.8,53.9
1988,WEST VIRGINIA,WV,54,341016,52.4,44.6
1988,WISCONSIN,WI,55,1126794,51.8,51.1
1988,WYOMING,WY,56,67113,38.6,32.8
1984,ALABAMA,AL,1,551899,38.7,41.7
1984,ALASKA,AK,2,62007,30.9,38.7
1984,ARIZONA,AZ,4,333854,32.9,44.1
1984,ARKANSAS,AR,5,338646,38.8,45.5
1984,CALIFORNIA,CA,6,3922519,41.8,55.5
1984,COLORADO,CO,8,454975,35.6,48.4
1984,CONNECTICUT,CT,9,569597,39.0,54.0
1984,DELAWARE,DE,10,101656,40.0,54.2
1984,DISTRICT OF COLUMBIA,DC,11,180408,86.1,90.0
1984,FLORIDA,FL,12,1448816,34.7,46.9
1984,GEORGIA,GA,13,706628,39.8,48.4
1984,HAWAII,HI,15,147154,44.3,59.7
1984,IDAHO,ID,16,108510,26.7,33.6
1984,ILLINOIS,IL,17,2086499,43.5,54.7
1984,INDIANA,IN,18,841481,37.9,42.8
1984,IOWA,IA,19,605620,46.3,49.6
1984,KANSAS,KS,20,333149,33.0,40.5
1984,KENTUCKY,KY,21,539539,39.6,42.9
1984,LOUISIANA,LA,22,651586,38.6,44.8
1984,MAINE,ME,23,214515,38.9,52.6
1984,MARYLAND,MD,24,787935,47.2,58.0
1984,MASSACHUSETTS,MA,25,1239606,48.6,60.7
1984,MICHIGAN,MI,26,1529638,40.5,50.8
1984,MINNESOTA,MN,27,1036364,50.1,53.7
1984,MISSISSIPPI,MS,28,352192,37.7,43.1
1984,MISSOURI,MO,29,848583,40.0,46.9
1984,MONTANA,MT,30,146742,38.7,42.8
1984,NEBRASKA,NE,31,187866,29.0,36.9
1984,NEVADA,NV,32,91655,32.7,46.9
1984,NEW HAMPSHIRE,NH,33,120347,31.1,47.3
1984,NEW JERSEY,NJ,34,1261323,39.5,52.5
1984,NEW MEXICO,NM,35,201769,39.7,50.8
1984,NEW YORK,NY,36,3119609,46.0,58.0
1984,NORTH CAROLINA,NC,37,824287,38.0,47.2
1984,NORTH DAKOTA,ND,38,104429,34.3,37.9
1984,OHIO,OH,39,1825440,40.5,47.8
1984,OKLAHOMA,OK,40,385080,30.9,37.4
1984,OREGON,OR,41,536479,43.9,53.1
1984,PENNSYLVANIA,PA,42,2228131,46.3,51.1
1984,RHODE ISLAND,RI,44,197106,48.2,59.8
1984,SOUTH CAROLINA,SC,45,344459,35.9,44.2
1984,SOUTH DAKOTA,SD,46,116113,36.7,41.0
1984,TENNESSEE,TN,47,711714,41.8,44.3
1984,TEXAS,TX,48,1949276,36.2,43.7
1984,UTAH,UT,49,155369,24.9,32.3
1984,VERMONT,VT,50,95730,41.3,58.1
1984,VIRGINIA,VA,51,796250,37.3,48.0
1984,WASHINGTON,WA,53,798352,43.2,53.9
1984,WEST VIRGINIA,WV,54,328125,44.7,44.6
1984,WISCONSIN,WI,55,995740,45.4,51.1
1984,WYOMING,WY,56,53370,28.6,32.8
1980,ALABAMA,AL,1,636730,49.3,41.7
1980,ALASKA,AK,2,41842,32.7,38.7
1980,ARIZONA,AZ,4,246843,31.8,44.1
1980,ARKANSAS,AR,5,398041,49.7,45.5
1980,CALIFORNIA,CA,6,3082943,40.5,55.5
1980,COLORADO,CO,8,368009,36.1,48.4
1980,CONNECTICUT,CT,9,541732,44.4,54.0
1980,DELAWARE,DE,10,105754,48.7,54.2
1980,DISTRICT OF COLUMBIA,DC,11,130231,84.8,90.0
1980,FLORIDA,FL,12,1419475,40.9,46.9
1980,GEORGIA,GA,13,890955,57.7,48.4
1980,HAWAII,HI,15,135879,51.1,59.7
1980,IDAHO,ID,16,110192,27.5,33.6
1980,ILLINOIS,IL,17,1981413,45.7,54.7
1980,INDIANA,IN,18,844197,40.2,42.8
1980,IOWA,IA,19,508672,42.9,49.6
1980,KANSAS,KS,20,326150,36.5,40.5
1980,KENTUCKY,KY,21,617417,49.3,42.9
1980,LOUISIANA,LA,22,708453,47.2,44.8
1980,MAINE,ME,23,220974,48.1,52.6
1980,MARYLAND,MD,24,726161,51.6,58.0
1980,MASSACHUSETTS,MA,25,1053802,49.9,60.7
1980,MICHIGAN,MI,26,1661532,46.5,50.8
1980,MINNESOTA,MN,27,954173,52.2,53.7
1980,MISSISSIPPI,MS,28,429281,49.3,43.1
1980,MISSOURI,MO,29,931182,46.4,46.9
1980,MONTANA,MT,30,118032,36.3,42.8
1980,NEBRASKA,NE,31,166424,28.4,36.9
1980,NEVADA,NV,32,66666,30.1,46.9
1980,NEW HAMPSHIRE,NH,33,108864,32.9,47.3
1980,NEW JERSEY,NJ,34,1147364,42.6,52.5
1980,NEW MEXICO,NM,35,167826,40.1,50.8
1980,NEW YORK,NY,36,2728372,48.5,58.0
1980,NORTH CAROLINA,NC,37,875635,48.9,47.2
1980,NORTH DAKOTA,ND,38,79189,29.0,37.9
1980,OHIO,OH,39,1752414,44.3,47.8
1980,OKLAHOMA,OK,40,402026,36.6,37.4
1980,OREGON,OR,41,456890,44.4,53.1
1980,PENNSYLVANIA,PA,42,1937540,46.1,51.1
1980,RHODE ISLAND,RI,44,198342,56.2,59.8
1980,SOUTH CAROLINA,SC,45,428220,49.4,44.2
1980,SOUTH DAKOTA,SD,46,103855,34.4,41.0
1980,TENNESSEE,TN,47,783051,49.9,44.3
1980,TEXAS,TX,48,1881147,42.8,43.7
1980,UTAH,UT,49,124266,22.0,32.3
1980,VERMONT,VT,50,81952,46.4,58.1
1980,VIRGINIA,VA,51,752174,43.2,48.0
1980,WASHINGTON,WA,53,650193,42.9,53.9
1980,WEST VIRGINIA,WV,54,367462,52.4,44.6
1980,WISCONSIN,WI,55,981584,47.4,51.1
1980,WYOMING,WY,56,49427,30.9,32.8
1976,ALABAMA,AL,1,659170,56.7,41.7
1976,ALASKA,AK,2,44058,38.1,38.7
1976,ARIZONA,AZ,4,295602,41.4,44.1
1976,ARKANSAS,AR,5,498604,65.0,45.5
1976,CALIFORNIA,CA,6,3742284,49.1,55.5
1976,COLORADO,CO,8,460801,44.1,48.4
1976,CONNECTICUT,CT,9,647895,47.4,54.0
1976,DELAWARE,DE,10,122461,52.7,54.2
1976,DISTRICT OF COLUMBIA,DC,11,137818,83.2,90.0
1976,FLORIDA,FL,12,1636000,52.7,46.9
1976,GEORGIA,GA,13,979409,66.9,48.4
1976,HAWAII,HI,15,147375,51.3,59.7
1976,IDAHO,ID,16,126549,38.3,33.6
1976,ILLINOIS,IL,17,2271295,49.0,54.7
1976,INDIANA,IN,18,1014714,46.2,42.8
1976,IOWA,IA,19,619931,49.5,49.6
1976,KANSAS,KS,20,430421,46.1,40.5
1976,KENTUCKY,KY,21,615717,53.7,42.9
1976,LOUISIANA,LA,22,661365,53.0,44.8
1976,MAINE,ME,23,232279,49.6,52.6
1976,MARYLAND,MD,24,759612,53.0,58.0
1976,MASSACHUSETTS,MA,25,1429475,58.1,60.7
1976,MICHIGAN,MI,26,1696714,47.3,50.8
1976,MINNESOTA,MN,27,1070440,56.6,53.7
1976,MISSISSIPPI,MS,28,381329,51.0,43.1
1976,MISSOURI,MO,29,998387,51.8,46.9
1976,MONTANA,MT,30,149259,46.2,42.8
1976,NEBRASKA,NE,31,233293,39.4,36.9
1976,NEVADA,NV,32,92479,47.7,46.9
1976,NEW HAMPSHIRE,NH,33,147645,44.3,47.3
1976,NEW JERSEY,NJ,34,1444653,48.9,52.5
1976,NEW MEXICO,NM,35,201148,48.8,50.8
1976,NEW YORK,NY,36,3389558,52.2,58.0
1976,NORTH CAROLINA,NC,37,927365,55.6,47.2
1976,NORTH DAKOTA,ND,38,136078,47.0,37.9
1976,OHIO,OH,39,2009959,50.1,47.8
1976,OKLAHOMA,OK,40,532442,49.4,37.4
1976,OREGON,OR,41,490407,49.9,53.1
1976,PENNSYLVANIA,PA,42,2328677,51.4,51.1
1976,RHODE ISLAND,RI,44,227636,55.7,59.8
1976,SOUTH CAROLINA,SC,45,450807,56.6,44.2
1976,SOUTH DAKOTA,SD,46,147068,49.3,41.0
1976,TENNESSEE,TN,47,825879,56.6,44.3
1976,TEXAS,TX,48,2082319,51.6,43.7
1976,UTAH,UT,49,182110,35.0,32.3
1976,VERMONT,VT,50,77798,43.7,58.1
1976,VIRGINIA,VA,51,813896,49.3,48.0
1976,WASHINGTON,WA,53,717323,48.0,53.9
1976,WEST VIRGINIA,WV,54,435864,58.1,44.6
1976,WISCONSIN,WI,55,1040232,50.9,51.1
1976,WYOMING,WY,56,62239,40.2,32.8
